4575,CN,CN,Chengdu,112.45.112.82,speedtest1.sc.chinamobile.com,8080,China Mobile Group Sichuan
16204,CN,CN,Suzhou,36.156.46.51,speedtest.jsqiuying.com,8080,JSQY - Suzhou
60584,CN,CN,ShenZhen5G,221.179.46.222,speedtest1.dpdfsd.com,8080,ShenZhen-5G
60794,CN,CN,广州5G,221.179.46.218,speedtest2.dpdfsd.com,8080,GuangZhou-5G
