4870,CN,China,湖南联通5G,220.202.152.178,speedtest01.hn165.com,8080,湖南联通5G
24447,CN,China,ShangHai5G,210.22.155.34,5g.shunicomtest.com,8080,China Unicom 5G
35527,CN,China,Chengdu,60.255.143.222,speedtest.cnscn96655.com,8080,China Broadcasting Network Group Sichuan
36646,CN,China,Zhengzhou5G,123.6.78.67,5gtest.shangdu.com,8080,China Unicom HeNan 5G
37235,CN,China,Shenyang,218.25.6.194,unicomspeedtest.com,8080,Unicom
45170,CN,China,Wu Xi,153.35.187.2,speedtest2.niutk.com,8080,China Unicom
54625,CN,China,江西联通,118.212.134.82,speedtest.jxunicom.com,8080,江西联通
56354,CN,China,Fuzhou,36.250.1.90,upload1.testspeed.cdn16.com,8080,Unicom
54432,CN,China,海南联通,221.11.157.169,hin-sanya1.netcute.com,8080,海南联通
